YEARYY,HOSPID,HOSPNAME,SPECIALNAME,CODE2,CODE3,CODE5,CODE8,CODE9,CODE10,CODE11,,
101Q4,1142100017,長庚醫療財團法人高雄長庚紀念醫院                            ,醫學中心            ,858.00,3.75,0.9918,17,142,y,y,,
101Q4,1142120001,義大醫療財團法人義大醫院                                    ,區域醫院            ,235.00,3.91,1.0000,8,42,y,y,,
101Q4,3542171383,加昇診所                                                    ,診所                ,59.00,4.13,1.0000,1,7,n,n,,
101Q4,3542171409,永萣診所                                                    ,診所                ,70.00,4.21,0.9857,1,5,n,n,,
101Q4,3543014001,大武診所                                                    ,診所                ,63.00,4.13,1.0000,1,8,n,n,,
101Q4,3543013826,佳屏診所                                                    ,診所                ,80.00,4.34,0.9875,1,11,y,n,,
101Q4,3543011055,林修哲內科診所                                              ,診所                ,227.00,3.97,0.9955,2,29,y,n,,
101Q4,1143010012,屏基醫療財團法人屏東基督教醫院                              ,區域醫院            ,685.00,3.97,0.9635,10,87,y,y,,
101Q4,1543010109,國仁醫院                                                    ,區域醫院            ,95.00,3.89,1.0000,2,14,y,n,,
101Q4,0143010011,衛生福利部屏東醫院                                          ,區域醫院            ,80.00,3.90,0.9625,2,10,y,y,,
101Q4,3543014145,藍文君診所                                                  ,診所                ,66.00,4.01,0.9848,1,9,y,y,,
101Q4,0943010017,寶建醫療社團法人寶建醫院                                    ,區域醫院            ,175.00,3.84,1.0000,2,22,y,n,,
101Q4,3543021846,人晟診所                                                    ,診所                ,104.00,3.83,1.0000,1,11,n,n,,
101Q4,3543021837,立安診所                                                    ,診所                ,207.00,3.86,0.9710,2,28,n,n,,
101Q4,3543022110,東和內科診所                                                ,診所                ,42.00,4.23,0.9523,1,4,n,n,,
101Q4,0943030019,安泰醫療社團法人安泰醫院                                    ,區域醫院            ,268.00,3.69,1.0000,5,37,y,y,,
101Q4,3543031593,順泰診所                                                    ,診所                ,120.00,3.89,0.9750,2,14,n,n,,
101Q4,1343030018,輔英科技大學附設醫院                                        ,區域醫院            ,153.00,3.91,0.9869,2,22,y,y,,
101Q4,1543040036,南門醫院                                                    ,地區醫院            ,42.00,4.03,1.0000,1,5,n,n,,
101Q4,1143040010,恆基醫療財團法人恆春基督教醫院                              ,地區醫院            ,30.00,3.68,0.9666,,3,n,n,,
101Q4,0143040019,衛生福利部恆春旅遊醫院                                      ,地區醫院            ,79.00,3.97,0.9746,1,6,y,n,,
101Q4,3543081146,沐民診所                                                    ,診所                ,82.00,3.85,1.0000,1,10,n,n,,
101Q4,0643130018,高雄榮民總醫院屏東分院                                      ,地區醫院            ,31.00,3.46,1.0000,1,3,y,n,,
101Q4,0943160012,枋寮醫療社團法人枋寮醫院                                    ,地區醫院            ,95.00,3.72,1.0000,1,12,y,n,,
101Q4,2343220013,屏東縣琉球鄉衛生所                                          ,診所                ,45.00,3.88,0.9777,,13,n,n,,
101Q4,0544010031,三軍總醫院澎湖分院附設民眾診療服務處                        ,地區醫院            ,79.00,3.80,0.9493,1,10,y,y,,
101Q4,0144010015,衛生福利部澎湖醫院                                          ,地區醫院            ,80.00,3.90,0.9750,1,9,y,n,,
101Q4,1145010010,佛教慈濟醫療財團法人花蓮慈濟醫院                            ,醫學中心            ,184.00,3.40,0.9945,6,27,y,y,,
101Q4,3545012390,美崙聯安診所                                                ,診所                ,128.00,3.86,0.9843,2,15,n,n,,
101Q4,3545012336,嘉恩診所                                                    ,診所                ,61.00,3.98,1.0000,1,6,n,n,,
101Q4,1145010038,臺灣基督教門諾會醫療財團法人門諾醫院                        ,區域醫院            ,175.00,3.75,1.0000,3,23,y,y,,
101Q4,3545011268,懷德診所                                                    ,診所                ,69.00,3.81,0.9855,1,6,n,n,,
101Q4,3545021157,劉明謙診所                                                  ,診所                ,63.00,3.76,0.9523,1,6,n,n,,
101Q4,0645030011,臺北榮民總醫院玉里分院                                      ,地區醫院            ,109.00,3.34,1.0000,3,9,y,y,,
101Q4,1146010032,東基醫療財團法人台東基督教醫院                              ,地區醫院            ,179.00,3.84,0.8268,3,18,n,n,,
101Q4,1146010014,馬偕紀念醫院台東分院                                        ,區域醫院            ,160.00,4.27,0.9812,2,22,y,y,,
101Q4,3546010676,陳明正內科診所                                              ,診所                ,104.00,3.88,1.0000,2,14,n,n,,
101Q4,0646010013,臺北榮民總醫院臺東分院                                      ,地區醫院            ,35.00,3.66,1.0000,1,5,y,n,,
101Q4,0190030516,衛生福利部金門醫院                                          ,地區醫院            ,65.00,3.39,0.9230,2,8,y,y,,
101Q4,3501194728,吳明修診所                                                  ,診所                ,28.00,3.91,1.0000,1,5,y,n,,
101Q4,1502050152,南山醫院                                                    ,診所                ,19.00,3.56,1.0000,1,4,y,n,,
101Q4,0512040014,國軍新竹地區醫院附設民眾診療服務處                          ,地區醫院            ,15.00,4.04,1.0000,1,2,n,n,,
101Q4,0517050010,國軍台中總醫院附設民眾診療服務處中清分院                    ,地區醫院            ,10.00,3.39,1.0000,2,2,n,n,,
101Q4,3522021882,民族診所                                                    ,診所                ,2.00,4.20,1.0000,1,2,n,n,,
101Q4,1522020025,陳仁德醫院                                                  ,地區醫院            ,9.00,3.44,0.8888,1,3,n,n,,
101Q4,0122020517,衛生福利部嘉義醫院                                          ,地區醫院            ,28.00,3.23,1.0000,1,8,n,n,,
101Q4,1532021338,中壢長榮醫院                                                ,地區醫院            ,26.00,3.61,1.0000,1,7,n,n,,
101Q4,3532026184,中壢福新診所                                                ,診所                ,28.00,3.89,1.0000,1,4,n,n,,
101Q4,0433030016,國立臺灣大學醫學院附設醫院竹東分院                          ,地區醫院            ,17.00,3.80,1.0000,1,3,y,n,,
101Q4,0634030014,臺北榮民總醫院蘇澳分院                                      ,地區醫院            ,22.00,3.34,0.9090,2,3,y,y,,
101Q4,3535012404,國華診所                                                    ,診所                ,26.00,3.86,1.0000,1,7,n,n,,
101Q4,3536013067,大順診所                                                    ,診所                ,17.00,4.04,1.0000,1,6,n,n,,
101Q4,0937050014,伍倫醫療社團法人員榮醫院                                    ,地區醫院            ,24.00,3.80,1.0000,1,7,y,n,,
101Q4,2338120015,南投縣信義鄉衛生所                                          ,診所                ,3.00,3.93,1.0000,,11,n,n,,
101Q4,3439030022,雲林縣虎尾鎮農會附設診所                                    ,診所                ,21.00,4.16,1.0000,1,3,n,n,,
101Q4,3541290165,滿福診所                                                    ,診所                ,24.00,4.03,1.0000,1,4,n,n,,
101Q4,3541310948,侯嘉修內科診所                                              ,診所                ,10.00,3.91,1.0000,1,3,y,n,,
101Q4,1542011237,惠德醫院                                                    ,地區醫院            ,27.00,3.73,0.9629,1,4,y,y,,
101Q4,0543010019,國軍高雄總醫院附設屏東民眾診療服務處                        ,地區醫院            ,14.00,3.70,1.0000,1,3,y,n,,
101Q4,3543131570,德埔診所                                                    ,診所                ,15.00,4.07,1.0000,1,,n,n,,
101Q4,0145010019,衛生福利部花蓮醫院                                          ,地區醫院            ,28.00,3.34,0.9285,1,4,y,n,,
101Q4,1145060029,臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院                ,地區醫院            ,20.00,3.53,1.0000,1,,n,n,,
101Q4,0146010013,衛生福利部台東醫院                                          ,地區醫院            ,19.00,3.59,0.8421,2,4,n,n,,
101Q4,0291010010,連江縣立醫院                                                ,地區醫院            ,2.00,4.10,1.0000,,2,n,n,,
102Q1,0501010019,三軍總醫院松山分院附設民眾診療服務處                        ,區域醫院            ,46.00,3.83,0.9782,1,,n,n,,
102Q1,3501013040,安禾聯合診所                                                ,診所                ,169.00,4.15,0.9704,2,,n,n,,
102Q1,3501011313,安德聯合診所                                                ,診所                ,209.00,3.99,0.9808,3,,n,n,,
102Q1,1101010012,長庚醫療財團法人台北長庚紀念醫院                            ,醫學中心            ,218.00,3.81,0.9770,5,,n,n,,
102Q1,3501013326,祐腎內科診所                                                ,診所                ,43.00,3.98,1.0000,1,,n,n,,
102Q1,1101010021,基督復臨安息日會醫療財團法人臺安醫院                        ,區域醫院            ,158.00,3.90,0.9620,3,,n,y,,
102Q1,1501010010,博仁綜合醫院                                                ,地區醫院            ,66.00,3.65,1.0000,1,,y,y,,
102Q1,0901020013,中山醫療社團法人中山醫院                                    ,地區醫院            ,42.00,3.75,1.0000,1,,y,y,,
102Q1,1101020027,中心診所醫療財團法人中心綜合醫院                            ,地區醫院            ,92.00,3.99,1.0000,1,,y,y,,
102Q1,3501028029,安仁診所                                                    ,診所                ,64.00,3.93,1.0000,2,,n,n,,
102Q1,1101020036,宏恩醫療財團法人宏恩綜合醫院                                ,地區醫院            ,55.00,4.00,1.0000,1,,y,n,,
102Q1,3501026609,杏心診所                                                    ,診所                ,56.00,4.16,1.0000,1,,n,n,,
102Q1,3501023457,皇家診所                                                    ,診所                ,88.00,3.83,1.0000,1,,n,n,,
102Q1,1101020018,國泰醫療財團法人國泰綜合醫院                                ,醫學中心            ,228.00,3.94,0.9736,3,,y,y,,
102Q1,3501022754,羅斯福診所                                                  ,診所                ,119.00,3.85,0.9663,3,,n,n,,
102Q1,3501093271,和泰內科診所                                                ,診所                ,41.00,3.92,1.0000,1,,n,n,,
102Q1,0101090517,臺北市立聯合醫院                                            ,區域醫院            ,158.00,3.97,0.9620,14,,y,n,,
102Q1,0101090517,臺北市立聯合醫院                                            ,區域醫院            ,78.00,4.18,0.9871,14,,y,n,,
102Q1,0101090517,臺北市立聯合醫院                                            ,區域醫院            ,147.00,4.01,0.9863,14,,y,n,,
102Q1,0101090517,臺北市立聯合醫院                                            ,區域醫院            ,86.00,3.97,0.9651,14,,y,n,,
102Q1,0101090517,臺北市立聯合醫院                                            ,區域醫院            ,123.00,4.12,0.9918,14,,y,n,,
102Q1,3501103281,仁佑診所                                                    ,診所                ,82.00,3.90,0.9878,2,,n,n,,
102Q1,3501103905,宏林診所                                                    ,診所                ,85.00,4.17,1.0000,1,,n,n,,
102Q1,3501105936,怡仁診所                                                    ,診所                ,63.00,3.97,1.0000,2,,n,n,,
102Q1,1101100011,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院  ,醫學中心            ,266.00,3.98,0.9924,5,,y,n,,
102Q1,1501100055,福全醫院                                                    ,地區醫院            ,91.00,3.71,1.0000,1,,n,n,,
102Q1,0501110514,三軍總醫院附設民眾診療服務處                                ,醫學中心            ,32.00,3.89,1.0000,7,,y,y,,
102Q1,0501110514,三軍總醫院附設民眾診療服務處                                ,醫學中心            ,138.00,4.09,0.9710,7,,y,y,,
102Q1,1301110511,中國醫藥大學附設醫院臺北分院                                ,地區醫院            ,60.00,3.45,1.0000,1,,y,n,,
102Q1,3501112980,內湖內科診所                                                ,診所                ,41.00,4.10,1.0000,1,,n,n,,
102Q1,3501110973,東成診所                                                    ,診所                ,109.00,3.97,1.0000,2,,n,n,,
102Q1,3501112299,洪永祥診所                                                  ,診所                ,94.00,3.89,0.9893,2,,n,n,,
102Q1,1101110026,康寧醫療財團法人康寧醫院                                    ,地區醫院            ,145.00,3.98,0.9724,3,,y,y,,
102Q1,3501153656,百齡診所                                                    ,診所                ,55.00,3.96,0.9818,1,,n,n,,
102Q1,3501153889,怡德診所                                                    ,診所                ,105.00,3.95,0.9904,2,,n,n,,
102Q1,1101150011,新光醫療財團法人新光吳火獅紀念醫院                          ,醫學中心            ,477.00,4.10,0.9706,11,,y,y,,
102Q1,3501151778,福林診所                                                    ,診所                ,56.00,4.04,1.0000,1,,n,n,,
102Q1,3501161176,文林診所                                                    ,診所                ,116.00,3.99,0.9568,2,,n,n,,
102Q1,3501163116,弘德診所                                                    ,診所                ,85.00,3.74,0.9411,2,,n,n,,
102Q1,3501162824,承新診所                                                    ,診所                ,118.00,3.95,1.0000,1,,n,n,,
102Q1,1101160017,振興醫療財團法人振興醫院                                    ,區域醫院            ,212.00,3.30,0.9669,5,,y,y,,
102Q1,3501163125,崇德診所                                                    ,診所                ,67.00,3.79,1.0000,1,,n,n,,
102Q1,3501162959,華榮診所                                                    ,診所                ,92.00,3.98,0.9891,2,,n,n,,
102Q1,0701160518,臺北市立關渡醫院-委託臺北榮民總醫院經營                     ,地區醫院            ,64.00,3.62,1.0000,1,,y,y,,
102Q1,0601160016,臺北榮民總醫院                                              ,醫學中心            ,191.00,3.33,1.0000,14,,y,y,,
102Q1,3501174084,三本診所                                                    ,診所                ,48.00,3.79,0.9791,1,,n,n,,
102Q1,3501173005,佳康內科診所                                                ,診所                ,52.00,4.00,0.9615,1,,n,n,,
102Q1,3501173836,松禾診所                                                    ,診所                ,96.00,3.93,1.0000,1,,y,y,,
102Q1,1301170017,臺北醫學大學附設醫院                                        ,區域醫院            ,223.00,4.09,1.0000,7,,y,y,,
102Q1,0401180014,國立臺灣大學醫學院附設醫院                                  ,醫學中心            ,196.00,3.95,0.9693,17,,y,y,,
102Q1,3501180395,紹毅內兒科診所                                              ,診所                ,85.00,4.01,0.9647,1,,n,n,,
102Q1,1501180035,郵政總局郵政醫院                                            ,地區醫院            ,77.00,4.00,0.9870,1,,y,y,,
102Q1,3501184384,匯安診所                                                    ,診所                ,94.00,3.94,0.9148,1,,n,n,,
102Q1,4001180010,醫療財團法人徐元智先生醫藥基金會遠東聯合診所                ,診所                ,75.00,3.86,0.9733,2,,n,n,,
102Q1,1401190039,同仁院醫療財團法人萬華醫院                                  ,地區醫院            ,85.00,4.02,1.0000,2,,y,y,,
102Q1,1501190031,西園醫院                                                    ,地區醫院            ,40.00,3.80,1.0000,2,,y,y,,
102Q1,1401190011,財團法人台灣省私立台北仁濟院附設仁濟醫院                    ,地區醫院            ,64.00,4.02,0.9531,2,,n,n,,
102Q1,0401190010,國立臺灣大學醫學院附設醫院北護分院                          ,地區醫院            ,92.00,3.99,0.9347,2,,y,y,,
102Q1,3501194595,萬澤內科診所                                                ,診所                ,70.00,4.13,1.0000,1,,n,n,,
102Q1,3501202725,景安診所                                                    ,診所                ,94.00,3.91,1.0000,2,,n,n,,
102Q1,1301200010,臺北市立萬芳醫院－委託財團法人臺北醫學大學辦理              ,醫學中心            ,336.00,3.89,0.9732,5,,y,y,,
102Q1,3501202396,慶如診所                                                    ,診所                ,61.00,4.47,1.0000,1,,n,n,,
102Q1,1502021071,三泰醫院                                                    ,地區醫院            ,137.00,3.64,0.9927,1,,y,y,,
102Q1,0102020011,高雄市立聯合醫院                                            ,區域醫院            ,151.00,3.87,0.9668,3,,y,n,,
102Q1,3502020549,腎美診所                                                    ,診所                ,171.00,3.83,0.9941,1,,y,n,,
102Q1,3502030036,田源診所                                                    ,診所                ,97.00,3.84,0.9793,2,,n,n,,
102Q1,3502033260,東陽診所                                                    ,診所                ,98.00,3.89,1.0000,2,,n,n,,
102Q1,0602030026,高雄榮民總醫院                                              ,醫學中心            ,188.00,3.92,0.9840,11,,y,y,,
102Q1,0502030015,國軍高雄總醫院左營分院附設民眾診療服務處                    ,區域醫院            ,92.00,3.86,1.0000,1,,y,n,,
102Q1,3502033313,裕生診所                                                    ,診所                ,143.00,3.94,0.9860,2,,n,n,,
102Q1,3502032398,龍華診所                                                    ,診所                ,70.00,3.96,1.0000,1,,n,n,,
102Q1,1502041117,右昌聯合醫院                                                ,地區醫院            ,64.00,3.90,1.0000,1,,y,n,,
102Q1,3502040818,佑強診所                                                    ,診所                ,142.00,3.93,0.9859,2,,n,n,,
102Q1,1502040021,健仁醫院                                                    ,地區醫院            ,48.00,4.08,1.0000,2,,y,n,,
102Q1,3502042250,楠華診所                                                    ,診所                ,65.00,3.72,1.0000,1,,n,n,,
102Q1,3502040774,興義診所                                                    ,診所                ,117.00,4.01,0.9829,2,,n,n,,
102Q1,1502050296,文雄醫院                                                    ,地區醫院            ,90.00,3.71,0.9555,1,,n,n,,
102Q1,1502051435,宏明醫院                                                    ,地區醫院            ,68.00,3.61,0.9558,1,,y,n,,
102Q1,3502054296,長清診所                                                    ,診所                ,143.00,3.86,0.9860,2,,y,y,,
102Q1,3502054563,建安診所                                                    ,診所                ,109.00,3.89,0.9816,1,,n,n,,
102Q1,3502054536,茂田診所                                                    ,診所                ,107.00,3.99,1.0000,1,,n,n,,
102Q1,1502050170,祐生醫院                                                    ,地區醫院            ,47.00,3.57,0.9787,1,,n,n,,
102Q1,1302050014,財團法人私立高雄醫學大學附設中和紀念醫院                    ,醫學中心            ,253.00,4.04,0.9683,16,,y,y,,
102Q1,3502054698,德恩內科診所                                                ,診所                ,107.00,3.94,0.9906,2,,n,n,,
102Q1,1502060149,惠仁醫院                                                    ,地區醫院            ,51.00,3.75,1.0000,1,,y,n,,
102Q1,3502072623,五福診所                                                    ,診所                ,95.00,3.92,1.0000,1,,n,n,,
102Q1,3502072418,好生診所                                                    ,診所                ,128.00,3.78,0.9843,1,,n,n,,
102Q1,4102071021,阮綜合醫療社團法人上順診所                                  ,診所                ,73.00,3.96,0.9726,3,,n,n,,
102Q1,0102070020,高雄市立大同醫院（委託財團法人私立高雄醫學大學附設中和紀念  ,區域醫院            ,93.00,3.84,0.9677,2,,y,y,,
102Q1,3502084187,吳三江內科診所                                              ,診所                ,125.00,4.10,1.0000,1,,y,y,,
102Q1,0902080013,阮綜合醫療社團法人阮綜合醫院                                ,區域醫院            ,187.00,3.99,1.0000,4,,y,y,,
102Q1,4102080011,阮綜合醫療社團法人保順診所                                  ,診所                ,47.00,4.00,1.0000,2,,n,n,,
102Q1,3502084481,佳明診所                                                    ,診所                ,76.00,3.95,0.9868,2,,y,n,,
102Q1,1202080029,信義醫療財團法人高雄基督教醫院                              ,地區醫院            ,36.00,3.81,1.0000,2,,y,n,,
102Q1,3502083608,昱泰診所                                                    ,診所                ,97.00,3.88,0.9793,1,,n,n,,
102Q1,3502083984,家綾診所                                                    ,診所                ,73.00,3.85,0.9863,1,,n,n,,
102Q1,1202080010,財團法人天主教聖功醫院                                      ,地區醫院            ,58.00,3.48,0.9482,1,,y,n,,
102Q1,0502080015,國軍高雄總醫院附設民眾診療服務處                            ,區域醫院            ,118.00,4.01,0.9745,3,,y,n,,
102Q1,3502083877,愛欣診所                                                    ,診所                ,121.00,3.75,0.9917,1,,n,n,,
102Q1,3502083822,聖安診所                                                    ,診所                ,102.00,3.98,1.0000,1,,n,n,,
102Q1,3502098010,吉泰內科診所                                                ,診所                ,91.00,3.88,0.9890,1,,y,y,,
102Q1,3502097666,博佑診所                                                    ,診所                ,96.00,3.87,0.9791,1,,y,n,,
102Q1,3502112033,佳生診所                                                    ,診所                ,46.00,3.88,1.0000,2,,n,n,,
102Q1,3502112140,明港診所                                                    ,診所                ,144.00,3.97,0.9930,1,,n,n,,
102Q1,3502112113,高健診所                                                    ,診所                ,121.00,3.95,1.0000,1,,n,n,,
102Q1,1102110011,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）        ,區域醫院            ,240.00,3.92,0.9750,4,,y,y,,
102Q1,3503190031,榮平診所                                                    ,診所                ,68.00,3.93,1.0000,1,,n,n,,
102Q1,3503250103,民安診所                                                    ,診所                ,31.00,3.50,1.0000,1,,n,n,,
102Q1,0903260015,順天醫療社團法人順天醫院                                    ,地區醫院            ,37.00,3.60,1.0000,1,,n,n,,
102Q1,1105040016,台灣基督長老教會新樓醫療財團法人麻豆新樓醫院                ,區域醫院            ,117.00,3.68,0.9829,1,,y,y,,
102Q1,1105050012,奇美醫療財團法人佳里奇美醫院                                ,地區醫院            ,136.00,3.33,0.9558,2,,y,y,,
102Q1,3505330097,夏？康合診所                                                ,診所                ,37.00,4.02,0.9729,2,,n,n,,
102Q1,3507010034,揚銘診所                                                    ,診所                ,75.00,3.67,1.0000,1,,n,n,,
102Q1,0907030013,廣聖醫療社團法人廣聖醫院                                    ,地區醫院            ,89.00,3.85,1.0000,1,,n,n,,
102Q1,3507160011,湖康診所                                                    ,診所                ,40.00,3.83,1.0000,1,,n,n,,
102Q1,1507320015,新高醫院                                                    ,地區醫院            ,49.00,3.93,1.0000,1,,n,n,,
102Q1,3507320133,僾彼高榮育仁診所                                            ,診所                ,73.00,3.81,1.0000,1,,n,n,,
102Q1,3507330111,高欣診所                                                    ,診所                ,43.00,3.80,0.9534,1,,n,n,,
102Q1,3507350033,高品診所                                                    ,診所                ,44.00,3.94,1.0000,1,,n,n,,
102Q1,0907370012,高雄市立旗津醫院〈委託阮綜合醫療社團法人阮綜合醫院經營〉    ,地區醫院            ,55.00,3.94,0.9818,1,,y,n,,
102Q1,1411030013,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院                  ,地區醫院            ,35.00,3.40,0.9142,1,,y,n,,
102Q1,0511040010,三軍總醫院附設基隆民眾診療服務處                            ,地區醫院            ,47.00,3.90,0.9361,1,,n,n,,
102Q1,3511041083,元翔診所                                                    ,診所                ,81.00,3.96,0.9876,1,,n,n,,
102Q1,3511040988,安基診所                                                    ,診所                ,86.00,4.13,0.9767,1,,n,n,,
102Q1,3511041216,佳基內科診所                                                ,診所                ,80.00,4.03,0.9875,2,,n,n,,
102Q1,3511041074,高士振診所                                                  ,診所                ,242.00,4.01,0.9462,3,,n,n,,
102Q1,1111060015,長庚醫療財團法人基隆長庚紀念醫院                            ,區域醫院            ,366.00,3.76,0.9617,10,,y,y,,
102Q1,0111070010,衛生福利部基隆醫院                                          ,區域醫院            ,148.00,3.60,0.9797,2,,y,n,,
102Q1,3512011276,安慎診所                                                    ,診所                ,287.00,3.90,0.9895,2,,y,n,,
102Q1,3512013145,成民內科診所                                                ,診所                ,70.00,4.13,0.9857,1,,n,n,,
102Q1,3512013510,宜暘診所                                                    ,診所                ,51.00,3.87,0.9803,1,,n,n,,
102Q1,1512011185,南門綜合醫院                                                ,地區醫院            ,77.00,3.83,0.9740,2,,y,n,,
102Q1,1112010519,財團法人馬偕紀念醫院新竹分院                                ,區域醫院            ,132.00,3.94,0.9318,4,,y,n,,
102Q1,1112010528,國泰醫療財團法人新竹國泰綜合醫院                            ,地區醫院            ,117.00,3.88,0.9658,2,,y,y,,
102Q1,3512040651,亞太診所                                                    ,診所                ,57.00,3.99,1.0000,1,,y,n,,
102Q1,0412040012,國立臺灣大學醫學院附設醫院新竹分院                          ,區域醫院            ,317.00,3.84,0.9968,5,,y,n,,
102Q1,3512042351,祥仁內科診所                                                ,診所                ,47.00,3.81,1.0000,1,,n,n,,
102Q1,1517011112,澄清綜合醫院                                                ,區域醫院            ,127.00,3.83,1.0000,1,,y,y,,
102Q1,1317020519,中國醫藥大學附設醫院台中東區分院                            ,地區醫院            ,81.00,3.88,1.0000,1,,n,n,,
102Q1,1517020040,台新醫院                                                    ,地區醫院            ,144.00,3.90,1.0000,2,,y,n,,
102Q1,3517020873,兆揚內科診所                                                ,診所                ,92.00,3.80,1.0000,2,,n,n,,
102Q1,3517031698,世紀聯合門診崇安診所                                        ,診所                ,52.00,3.96,1.0000,1,,n,n,,
102Q1,3517033861,佑全診所                                                    ,診所                ,89.00,4.33,1.0000,2,,n,n,,
102Q1,3517033683,宏安診所                                                    ,診所                ,50.00,3.92,1.0000,1,,n,n,,
102Q1,3517031161,漢陽內科診所                                                ,診所                ,99.00,3.81,1.0000,3,,n,n,,
102Q1,0117030010,衛生福利部臺中醫院                                          ,區域醫院            ,138.00,3.27,1.0000,2,,y,n,,
102Q1,1317040011,中山醫學大學附設醫院                                        ,醫學中心            ,56.00,3.91,0.9821,4,,y,y,,
102Q1,1317040039,中山醫學大學附設醫院中興分院                                ,地區醫院            ,151.00,4.15,0.9933,3,,y,y,,
102Q1,1317050017,中國醫藥大學附設醫院                                        ,醫學中心            ,455.00,4.03,1.0000,10,,y,y,,
102Q1,3517051752,太原診所                                                    ,診所                ,116.00,3.88,1.0000,2,,n,n,,
102Q1,3517052535,文冠內科診所                                                ,診所                ,64.00,4.03,1.0000,1,,n,n,,
102Q1,1517051125,臺安醫院雙十分院                                            ,地區醫院            ,70.00,3.76,1.0000,1,,n,n,,
102Q1,3517054566,慶華診所                                                    ,診所                ,48.00,4.06,1.0000,1,,n,n,,
102Q1,3517064062,中科診所                                                    ,診所                ,48.00,3.82,1.0000,1,,n,n,,
102Q1,3517063047,傑安內科診所                                                ,診所                ,78.00,3.91,1.0000,1,,n,n,,
102Q1,0617060018,臺中榮民總醫院                                              ,醫學中心            ,217.00,3.96,0.9400,10,,y,y,,
102Q1,1517061032,澄清綜合醫院中港分院                                        ,區域醫院            ,178.00,3.84,0.9943,3,,y,y,,
102Q1,3517072813,大墩診所                                                    ,診所                ,61.00,3.80,1.0000,1,,n,n,,
102Q1,3517073123,佳楊診所                                                    ,診所                ,51.00,3.89,1.0000,2,,y,n,,
102Q1,0917070029,林新醫療社團法人林新醫院                                    ,區域醫院            ,169.00,3.78,0.9763,4,,y,n,,
102Q1,0717070516,法務部矯正署臺中監獄附設培德醫院                            ,地區醫院            ,65.00,4.04,1.0000,2,,n,n,,
102Q1,3517083656,中清診所                                                    ,診所                ,80.00,3.86,1.0000,1,,n,n,,
102Q1,3517083549,京冠診所                                                    ,診所                ,93.00,3.81,0.9784,2,,n,n,,
102Q1,1517080019,聯安醫院                                                    ,地區醫院            ,63.00,3.85,0.9841,1,,n,n,,
102Q1,0221010019,台南市立醫院                                                ,區域醫院            ,115.00,3.91,0.9826,3,,y,y,,
102Q1,1121010018,台灣基督長老教會新樓醫療財團法人台南新樓醫院                ,區域醫院            ,204.00,3.95,0.9950,3,,y,n,,
102Q1,3521010590,石內科診所                                                  ,診所                ,37.00,3.95,1.0000,2,,n,n,,
102Q1,3521012594,立福內科診所                                                ,診所                ,94.00,4.06,0.9680,1,,n,y,,
102Q1,3521013582,康福內科診所                                                ,診所                ,109.00,3.81,1.0000,2,,n,n,,
102Q1,3521010027,蘇義華內科小兒科診所                                        ,診所                ,67.00,3.85,1.0000,2,,y,n,,
102Q1,3521022198,美侖診所                                                    ,診所                ,67.00,3.94,0.9552,1,,y,n,,
102Q1,3521020970,迦南內科診所                                                ,診所                ,114.00,4.08,0.9912,2,,n,n,,
102Q1,3521031768,光明內科診所                                                ,診所                ,73.00,3.95,1.0000,1,,n,n,,
102Q1,1521031104,郭綜合醫院                                                  ,區域醫院            ,232.00,3.82,1.0000,4,,y,n,,
102Q1,3521031786,謝智超達恩診所                                              ,診所                ,67.00,4.01,1.0000,1,,n,n,,
102Q1,3521042501,公園內科診所                                                ,診所                ,127.00,3.90,1.0000,1,,n,n,,
102Q1,3521042627,文賢內科診所                                                ,診所                ,62.00,3.85,1.0000,1,,n,n,,
102Q1,3521042672,弘典內科診所                                                ,診所                ,79.00,3.92,0.9620,2,,n,n,,
102Q1,3521042510,林建任內科診所                                              ,診所                ,115.00,3.87,0.9391,1,,n,n,,
102Q1,0421040011,國立成功大學醫學院附設醫院                                  ,醫學中心            ,37.00,3.99,1.0000,9,,y,y,,
102Q1,3521041120,陳冠文內科診所（風典聯合門診）                              ,診所                ,178.00,3.93,0.9943,2,,y,n,,
102Q1,3521040712,福民內科診所                                                ,診所                ,102.00,3.90,1.0000,3,,y,n,,
102Q1,3521051564,十全診所                                                    ,診所                ,73.00,3.79,0.9178,1,,y,n,,
102Q1,1521051160,永和醫院                                                    ,地區醫院            ,208.00,3.96,1.0000,3,,y,y,,
102Q1,3521052838,康健內兒科診所                                              ,診所                ,152.00,4.03,1.0000,3,,y,y,,
102Q1,0121050011,衛生福利部臺南醫院                                          ,區域醫院            ,42.00,3.85,1.0000,2,,y,n,,
102Q1,3521062325,育堂診所                                                    ,診所                ,73.00,3.89,0.9863,1,,y,n,,
102Q1,3521060849,榮銘內科診所                                                ,診所                ,184.00,3.98,0.9945,2,,n,n,,
102Q1,1122010021,天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院          ,區域醫院            ,227.00,4.08,1.0000,5,,y,y,,
102Q1,3522012794,宏醫診所                                                    ,診所                ,141.00,4.01,0.9929,2,,n,n,,
